,Unnamed: 0.1,Unnamed: 0,timestamp,coin,proposal,proposal_type,initial_price,time_5_day,time_5_price,price_high,timestamp_high,percent_high,average_price,average_percent,category
2250,2250,2250,2022-04-04 11:46:33.295000+00:00,makerdao," In March, the Risk-Core-Unit focused on several key tasks including a proposal for Maker staking and tokenomics revision (stkMKR), analysis of wstETH-B, wstETH-C, and aETH feasibility, and adjusting parameters for various collaterals. Proposals were made for offboarding TUSD-A and adjusting CurveLP-stETH-ETH parameters. The team also worked on improving the Maker Risk Dashboard and Makerburn, and engaged with the community on various topics on the Maker Forum. Pending work includes L2 parameters discussions with other CUs, PAXG risk assessment revision if a signal passes, attending ETH Amsterdam in April, investigating wrapped YFI style strategies, launching Institutional Vaults, and developing monitoring tools for them. The team will continue to update the community monthly on these and other developments.",bearish,2439.0,2022-04-06 00:00:00+00:00,2041.0,2041.0,2022-04-06 00:00:00+00:00,-0.1631816318163181,2261.333333333333,-0.072844061773951,verySmall
2252,2252,2252,2024-08-02 18:54:01.978000+00:00,venus," Chaos Labs suggests modifications to the WETH parameters in the Liquid Staked ETH pool, aiming to boost growth and optimize leverage yield strategies. The proposed changes include:

- Lowering the Collateral Factor for WETH to 0%, preventing self-looping and reducing borrowing rates without affecting other assets.
- Increasing the Kink for WETH to 90% for greater capital efficiency in the pool.
- Raising the Multiplier due to market overutilization, ensuring profitable leveraged yield strategies given ETH's staking yield of approximately 3.2%.
- Increasing the Reserve Factor to discourage self-looping while maintaining appeal for supplying WETH.

These recommendations are based on historical observations and current market conditions, with potential adjustments to the Multiplier if borrowing against other collateral decreases following the change.",bearish,6.85,2024-08-04 00:00:00+00:00,5.68,5.68,2024-08-04 00:00:00+00:00,-0.1708029197080292,6.283333333333332,-0.0827250608272507,verySmall
2254,2254,2254,2021-04-23 01:23:46.955000+00:00,makerdao," The text discusses the potential revenue generation from an existing oracle network, focusing on information services related to market data. Suggested uses include near real-time data for arbitrage prevention, risk management for exchanges/brokers, historical data for algorithmic trading, improved news sources, and visibility into individual asset liquidity across crypto exchanges. To develop this product, resources are needed to retain historic data, and a growth pitch could emphasize the network's unique capabilities in providing comprehensive market insights.",bearish,4056.86,2021-04-23 00:00:00+00:00,3242.62,3242.62,2021-04-23 00:00:00+00:00,-0.2007069506958584,3966.31,-0.0223202180997126,verySmall
2255,2255,2255,2024-08-05 08:35:31.616000+00:00,pankcakeswap," Lorenzo Protocol, a Bitcoin liquidity finance layer, is enabling the stBTC/BTCB gauge on BNB Chain with a 0.01% fee tier (V3). The protocol tokenizes Bitcoin staking into uniformed liquid staking tokens (LST) and provides features like tokenization of BTC staking, leveraged BTC staking architecture, and risk-free BTC-denominated liquidity farming yield.

stBTC, a BTC-pegged token, serves as Lorenzo’s official LPT, representing the rights to claim the staked Bitcoin principal after staking concludes. It can be minted by staking wBTC or BTCB on BSC Chain. A decent liquidity pool is necessary to support stBTC on BSC, and incentives are planned for stBTC-BTCB liquidity on PancakeSwap within a campaign.

The trading pair of stBTC and Lorenzo Protocol will continuously incentivize stBTC liquidity on PancakeSwap, bringing volume, users, and TVL to the platform. The proposal benefits PancakeSwap by encouraging liquidity and building use cases for stBTC on BNB Chain.",bearish,1.42,2024-08-05 00:00:00+00:00,1.2,1.2,2024-08-05 00:00:00+00:00,-0.1549295774647887,1.461,0.0288732394366198,verySmall
2256,2256,2256,2022-06-15 13:51:17.651000+00:00,makerdao," This text is a disclaimer for a MakerDAO meeting, providing information about the meeting's purpose and reminding participants that the views expressed do not reflect official policy. The call details include date (June 16, 2021) and Zoom waiting room password (748478). Participants are encouraged to join the Maker Discord channel if they have trouble accessing the meeting.

The call will be hosted by GovAlpha-Core-Unit, supported by gov-comms-core-unit. The agenda includes a governance round-up, initiative updates, and selected discussions on Aave D3M Response, addressing concerns about its risk/reward and prudent action. Relevant threads for the discussion are provided as links. An anonymous question box is available for participants to ask questions during the call.",bearish,828.0,2022-06-15 00:00:00+00:00,679.0,679.0,2022-06-15 00:00:00+00:00,-0.179951690821256,776.6666666666666,-0.0619967793880837,verySmall
2259,2259,2259,2020-10-27 18:14:19+00:00,curve," Curve FI proposes SCIP-8 for USDN interest distribution, aiming to improve stability and efficiency in the system.",bearish,0.657,2020-10-27 00:00:00+00:00,0.388,0.388,2020-10-27 00:00:00+00:00,-0.4094368340943684,0.5313333333333333,-0.191273465246068,medium
2266,2266,2266,2023-12-11 02:48:01.942000+00:00,badger," Due to unexpected removal of Badger DAO's Discord by its primary service provider, the Badger DAO Community Council has been discussing alternative measures to preserve decentralization. A significant majority favors restoring Discord as it was a crucial tool for creating Badger Improvement Proposals and governing the protocol. The council has passed a vote to address this issue, which will be presented on the forum due to Discord being frozen. The community is encouraged to provide feedback on this decision.",bearish,3.89,2023-12-11 00:00:00+00:00,3.3,3.3,2023-12-11 00:00:00+00:00,-0.1516709511568124,3.856,-0.0087403598971721,verySmall
2270,2270,2270,2024-03-11 15:18:10.807000+00:00,beamx," The text suggests that BeamX may be compatible with both ERC20 and BEP20 exchanges, but there's a question about its authenticity as well. However, no definitive answer or confirmation was provided.",bearish,0.040103,2024-04-02 00:00:00+00:00,0.03045,0.03045,2024-04-02 00:00:00+00:00,-0.2407051841508116,0.0340743333333333,-0.1503295680289919,verySmall
2271,2271,2271,2021-05-31 17:50:46.909000+00:00,aragon," Aragon Govern refers to the management system for Decentralized Autonomous Organizations (DAOs) within the Aragon ecosystem. It includes the Aragon Client for DAO creation, Aragon Voice for communication within and outside ERC20 communities, and Aragon Court for dispute resolution. The term ""Aragon"" is used for the entire system, but ""Govern"" emphasizes its management functionality.",bearish,5.0068,2021-05-31 00:00:00+00:00,3.9532,3.9532,2021-05-31 00:00:00+00:00,-0.210433810018375,4.9706,-0.0072301669729168,verySmall
2276,2276,2276,2024-03-06 14:51:38.377000+00:00,0xprotocol," The post provides an update on pZEIP-2, a feature under development for the 0x Community. The current version of the specification has been slightly modified, addressing token-to-token swaps but not handling ETH-to-token swaps correctly. To address this issue, custom routing has been implemented to handle native ETH on other chains.

The feature forwards individual calls in the received calldata array to the 0x Exchange Proxy (EP), maintaining the original call context. Custom routing is required only when necessary, and the EP executes a call to publicly exposed internal methods with proper parameter decoding and validation.

Some EP methods are not currently supported but could be with minimal complexity increase. The community is asked to suggest which features should be prioritized. After DenCun activation in March 2024, transient storage can be used for reentrancy lock modifiers, reducing gas costs.

The goal is now to finalize the implementation through an extensive peer review phase.",bearish,0.5295,2024-03-06 00:00:00+00:00,0.3894,0.3894,2024-03-06 00:00:00+00:00,-0.2645892351274787,0.5339666666666667,0.0084356310985207,small
2280,2280,2280,2022-06-15 03:12:21+00:00,pankcakeswap, The author has been laid off due to the economic slowdown and is currently 2 months behind on rent. They require $300 USD to cover their rent payments. They are not asking for a donation but promise to pay it back in 2 months. They can be contacted via Telegram at @Ghostt19.,bearish,3.251,2022-06-15 00:00:00+00:00,2.734,2.734,2022-06-15 00:00:00+00:00,-0.1590279913872654,3.013333333333333,-0.0731057110632626,verySmall
2291,2291,2291,2022-01-24 00:51:26.737000+00:00,aragon," The Tech Support Guild is integrating product documentation with the forum for discussion, also creating YouTube videos linked or embedded within the documentation. Comments will be disabled on these videos, directing users to read the documentation, discuss in the forum, or contact support. Questions arise regarding categorization, preparation for increased traffic, constant monitoring by technical support, and potential need for additional forum admins. The team is also considering using Notion for bounty tracking. The goal is to streamline discussions into one area, potentially attracting more users, necessitating readiness.",bearish,5.275,2022-01-24 00:00:00+00:00,3.958,3.958,2022-01-24 00:00:00+00:00,-0.2496682464454976,5.0873333333333335,-0.0355766192733017,verySmall
2294,2294,2294,2020-09-22 19:11:55+00:00,curve," The tBTC team is seeking feedback from the Curve community regarding potential tBTC pool options, including tBTC/wBTC and tBTC/[renBTC/wBTC/sBTC]. tBTC is a Bitcoin sidechain on Ethereum that offers additional collateral to DeFi. It has already amassed 24.21M USD in the network, with plans to increase its cap from 100 BTC to 250 later this week. The team is interested in hearing opinions about a tBTC pool and other potential assets for inclusion. The tBTC contracts are open source and have been audited by several entities. The motivation behind the proposal is to boost liquidity for Bitcoin on Ethereum as the tokenized Bitcoin grows. However, different BTC on Ethereum protocols may come with varying risk models and liquidity levels.",bearish,1.077,2020-09-23 00:00:00+00:00,0.864,0.864,2020-09-23 00:00:00+00:00,-0.1977715877437325,0.986,-0.084493964716806,verySmall
